name,id,sign,comment
学键盘不能救国,475799832,现在的我，已经静不下心来欣赏动漫了,有意思的弹幕全被“一亿助攻”刷没了[呆]
爱沙尼亚并不慢,470724470,。。。,这个视频也许不是最好的视频，但很有可能是B站第一个达到一亿播放量的投稿视频[doge]
别打开我收藏,524836367,陌上花开，可缓缓归已,"选择每天一遍1亿助攻的人数[热词系列_再来亿遍]
     |
     |
\   |   /
  \   /
    v"
别在如果了,8115939,,非常恐怖。这会不会是b站第一个破亿的视频
kurumi酱赛高,108215203,,有一说一搁弹幕刷助攻的多多少少____
71050633140_bili,351568983,,我们班跳这个很荣幸得了第24名（一共二十四个班）
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210321期】
今日动向：
BV1j4411W7F7 播放较昨日增加12.1万，排在第1位
BV1bW411n7fY 播放较昨日增加4.1万，排在第2位
BV1Qt411T7VS 播放较昨日增加6.0万，排在第3位

值得关注：
BV1LJ411W7Bo 播放较昨日增加9.6万，达到2821.1万，尚未上榜
BV1qt411j7fV 播放较昨日增加7.4万，达到5856.0万，排在第4位

本榜不含番剧、综艺等10P以上视频以及拜年纪、跨年晚会，以下仅列举Top10，11~30、往期排名、排名规则参见→cv10064075
数据记录时间：2021-03-21 00:03

【Top10】
001 播放 93539784  1P BV1j4411W7F7
002 播放 77752677  1P BV1bW411n7fY
003 播放 77514598  1P BV1Qt411T7VS
004 播放 58559711  1P BV1qt411j7fV
005 播放 54183502  2P BV1NZ4y1j7nw
006 播放 48021275  1P BV1GW411g7mc
007 播放 45428387  1P BV1Sx411T7QQ
008 播放 43923935  1P BV1Us411d71V
009 播放 43240760  1P BV1pi4y147tQ
010 播放 40298011  1P BV1hs411Q7zf"
御坂18364号,255207867,随缘更新,"关于刷“一亿助攻”的问题，如果有pc端的可以看弹幕列表，这个视频弹幕池一共1000条弹幕，其中有415条弹幕是被系统永久保留弹幕，时间跨度从2019年5月28日到2021年2月28日不等，这些弹幕各种各样，什么都有。剩下585条是最近2天的弹幕，目前覆盖2021年3月14日15点32分到2021年3月16日10点53分，这些弹幕基本都是“一亿助攻”。

因此，目前刷“一亿助攻”，只会顶掉后面这五百多条“一亿助攻”中最早的一条，不会顶掉被保留的415条弹幕。你不刷“一亿助攻”，你看到的非“一亿助攻”的弹幕也依然是那被保留的415条弹幕加上流动的500条弹幕中零星的几条非助攻弹幕。除非你选择“查看历史弹幕”；或者你是up主，把以前的非助攻弹幕也找500条出来设置为永久保留；或者你每天用好几个号高强度刷非助攻弹幕，让现在流动的500多条弹幕全部换成你想看的弹幕，以抵抗大量不看评论区的人刷的助攻弹幕。否则，助攻弹幕和非助攻弹幕的比例永远是那样。"
小宇游戏xy,516924436,B站新人up，请多多指教,一亿播放量后，会显示1亿播放还是10000万播放[思考]
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210305期】
今日动向：
BV1j4411W7F7 播放较昨日增加6.0万，继续保持在第1位
BV1bW411n7fY 播放较昨日增加3.3万，继续保持在第2位
BV1Qt411T7VS 播放较昨日增加3.3万，继续保持在第3位

值得关注：
BV19K411M7L8 播放较昨日增加5.6万，达到2826.6万
BV1yt4y1Q7SS 播放较昨日增加4.2万，达到3876.4万

本榜不含番剧、综艺等10P以上视频以及拜年纪、跨年晚会，以下仅列举Top10，11~30、往期排名、排名规则参见→cv10064075
数据记录时间：2021-03-05 00:00

【Top10】
001 播放 92270002  1P BV1j4411W7F7
002 播放 77215476  1P BV1bW411n7fY
003 播放 76843575  1P BV1Qt411T7VS
004 播放 57738420  1P BV1qt411j7fV
005 播放 53876426  2P BV1NZ4y1j7nw
006 播放 47674270  1P BV1GW411g7mc
007 播放 45124562  1P BV1Sx411T7QQ
008 播放 43617307  1P BV1Us411d71V
009 播放 42742736  1P BV1pi4y147tQ
010 播放 40124220  1P BV1hs411Q7zf"
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210225期】
今日动向：
BV1j4411W7F7 播放较昨日增加14.7万，继续保持在第1位
BV1bW411n7fY 播放较昨日增加5.6万，继续保持在第2位
BV1Qt411T7VS 播放较昨日增加4.7万，继续保持在第3位

值得关注：
BV19K411M7L8 播放较昨日增加9.5万

本榜不含番剧、综艺等10P以上视频以及拜年纪、B晚，以下仅列举Top10，11~30、往期排名、排名规则参见→cv9552603
数据记录时间：2021-02-25 00:00

【Top10】
001 播放 91649008  1P BV1j4411W7F7
002 播放 76891487  1P BV1bW411n7fY
003 播放 76538376  1P BV1Qt411T7VS
004 播放 57287656  1P BV1qt411j7fV
005 播放 53740668  2P BV1NZ4y1j7nw
006 播放 47500865  1P BV1GW411g7mc
007 播放 44976545  1P BV1Sx411T7QQ
008 播放 43436821  1P BV1Us411d71V
009 播放 42489451  1P BV1pi4y147tQ
010 播放 39985800  1P BV1hs411Q7zf"
晚晚嘉贝雨琳乐,59285922,心性自净 庸人无扰,这个视频主要的乐趣不是弹幕吗？都发一亿助攻，原来的有趣弹幕都被挤掉了，满屏的一亿助攻很好看？？这跟乱发考古，名字的有啥区别？
名字不重要em,313327014,,我来骗赞了，马上5级了[脱单doge]
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210204期】
今日动向：
BV1j4411W7F7 播放增加18.4万，继续保持在第1位
BV1x54y1e7zf 播放增加迅速，由第20位上升至第19位

本榜不含番剧、综艺等，以下仅列举Top10，11~30、往期排名、排名规则参见→cv9552603
数据记录时间：2021-02-04 00:00"
昵称不足挂齿,629240984,今天胡桃退环境了吗？,这如果不是小破站第一个破亿的视频，我就去和马老师摔♂跤
将身一扭的猹,477698977,,"快一年了 弹幕都变了
众神归位 黄磊早期作品 pdd'早期作品
    暂无
狗熊蹭树 pdd后排输出
     老肩巨猾
秦王扫六合 苏联解体
      横扫八荒
光翼展开 光速QA 羊刀德莱文
      物业敲门"
迩茨,13137546,,求求了，别刷一亿助攻这样的弹幕了，真的很给boy招黑，知道自己哪来的就行了，这么刷真的很影响观感，是boy的粉丝就注意点啊，最近被说饭圈说得还不够多吗？从头刷到尾都是这个弹幕，我都佛了
若能綻放光芒,1600720,人生就是一场旅行，不在乎目的地，在乎的应该是沿途的风景以及看风景的心情。,干啥啥不行，招黑第一名，助攻就助攻吧，还非得弹幕刷出来秀存在感
果粒酱汁,245774514,多爱自己 cn粒粒/阿粒,刷4.4有意思吗[捂脸]
BKFC,6921036,zzzzz,评论里刷默哀不太合适，容易让人误解是视频里的人逝世了
直江_Naoe,224694036,铁道迷、独立铁道/同人专栏写手、观点独立的数码爱好者、准大学生、笔名直江,"目前的形势（截至2020年3月24日23时45分）
1 新宝岛 5647.2万
2 念诗之王 5630.4万
3 影 流 之 主 5398万
请勿引战，三个视频都会发，谢谢"
BKFC,6921036,zzzzz,评论里刷默哀不太合适，容易让人误解是视频里的人逝世了
直江_Naoe,224694036,铁道迷、独立铁道/同人专栏写手、观点独立的数码爱好者、准大学生、笔名直江,"目前的形势（截至2020年3月24日23时45分）
1 新宝岛 5647.2万
2 念诗之王 5630.4万
3 影 流 之 主 5398万
请勿引战，三个视频都会发，谢谢"
冰糖雪梨乌兹,413076139,这个人是个懒狗,影流之主正在发起进攻
特级厨师小橡树,290419176,再也不会碰奥手了，以后说不定更奥拉星页游,开了屏蔽词后，视频宁静了。搞不懂，武汉情况是很严重，可为什么要在一些没有关联的地方刷？不怕加深别人的厌恶吗。
Su心动小悦,353758654,没脾气超好处,贺峻霖敖子逸宋亚轩马嘉祺严浩翔等同学请自觉离开，谢谢配合
Takigawa_Chiba,37471042,无名小UP，现居深圳，活跃于广东珠三角(例如深圳、广州、顺德)约战少前双厨，成分不是一般的复杂（复杂到连自己都搞不清楚）,"我不知道为啥这种搬运+缝合视频能这么火
我不是讨厌这个视频，但是我是讨厌到处乱刷的小鬼，我觉得我可以把5千多万里的81.0%的人都定义为乱刷的小鬼，剩下的是因为“新宝岛”而进来的一般通过民众
UP都说了别乱刷，你喜欢这个视频就喜欢，刷是可以，但是乱刷不行，这种乱刷行为导致我把任何一个刷“猛男版新宝岛”的用户，或者视频标题有“猛男版新宝岛”，以及明明取了新宝岛的名，却跳“猛男版新宝岛”（加减乘除舞）的UP（包括大UP）定义为小鬼
劝你们别再乱刷了，因为很可能会被人喷的"
原生态电灯泡,73734229,μ’s+Aqours+虹咲+Liella=1！,"自2021.3.29以来的统计（第38天）
2021.3.29  8：44 9426.7w
2021.3.30  9：10 9432.3w 增涨5.6w
2021.3.31  8：44 9438.5w 增涨6.2w
2021.4.1  8：40  9444.8w  增涨6.3w
2021.4.2  8：23   9452.1w 增涨7.3w
2021.4.3  8：27   9463.4w 增涨11.3w
2021.4.4  9：45   9477.6w 增涨14.2w
2021.4.5  8：46   9487.5w 增涨9.9w
2021.4.6  8：37   9494w   增涨6.5w
2021.4.7  8：36   9500.4w 增涨6.4w
2021.4.8  9：09   9506.6w 增涨6.2w
2021.4.9  8：58   9513.6w 增涨7.0w
2021.4.10 8：46  9523w    增涨9.4w
2021.4.11 8：51  9532.9w  增涨9.9w
2021.4.12 8：27  9538.4w  增涨5.5w
2021.4.13 8：47  9544.4w  增涨6w
2021.4.14 8：43  9551w    增涨6.6w
2021.4.15 8：40  9556.9w  增涨5.9w
2021.4.16 9：21  9563.4w  增涨6.5w
2021.4.17 9：34  9572.4w  增涨9w
2021.4.18看直播入迷而忘记统计了（）
2021.4.19 8：45  9584.3w   增涨11.9w
2021.4.20 8：53  9588.7w   增涨4.4w
2021.4.21 8：31  9592.5w   增涨3.8w
2021.4.22 8：44  9596.5w   增涨4w
2021.4.23 10：18 9602.3w   增涨5.8w
2021.4.24 9：40  9608.7w   增涨6.4w
2021.4.25 9：19  9612.9w   增涨4.2w
2021.4.26 9：00  9616.7w   增涨3.8w
2021.4.27由于备考没有统计
2021.4.28 8：42  9625.3w   增涨8.6w"
起个名多难,38513784,,"2020年3月17日12:07:27
猛男新宝岛取代改革春风吹满地成为b站单p播放量最高的视频。
评论区和弹幕里的这一切
就如同十年前nico.上最终鬼畜蓝蓝路(av106)和bad apple影绘(av706)的争斗，
以及2017年nico上点兔和兽娘的动画区之争一般，不论国情如何，
不管经过多长时间，观众还是那个观众。"
琦玉老师在线殴打,21106659,等待,"“猛男版”事件
2019年5月28日，B站up“果厨果厨果”从推特转载了视频“【猛男版】新宝岛”(原视频名为“新 宝 岛”)，由于莫名其妙的合拍而导致部分岛民生草，在后来的传播中由于生草弹幕配合视频在部分用户中引起轰动，大量小鬼涌入部分音乐网站、论坛等相关区块刷屏ky；甚至对原版嗤之以鼻乃至发出“猛男带火了新宝岛”的言论引起大量inm民和鱼韵粉丝不适导致新宝岛再次dssq。b站上转载的原版mv经常由于版权原因删除而下架（“新”宝岛，每次都是新视频（悲）），但是同样处于版权纠纷的“猛男版”以及各大三次创作似乎由于过高的播放量未被b站删除(其中有很大一部分创作者并不了解猛男版和新宝岛的关系而贸然打上了新宝岛的标签)反而被打上了新宝岛tag的封面导致鱼韵粉丝和inm厨震怒，新一轮的dssq就此展开，土味B站不可避。目前网易云的两首不同专辑的新宝岛的歌曲评论区已收复了老专辑的评论区(银 鱼 合 作)而mv以及另外一个较新的版本中以及完全沦为猛男小鬼的领地以及战场
原版视频名为“加减乘除舞”，配乐并非新宝岛，视频中的六个人为菲律宾舞团ICONX的成员。
后来部分yaozi区up以及圈外大手子（比如籽岷后来籽岷亲自跳了一回……）跟风时在不了解的情况下打上新宝岛tag以讹传讹造成了不可逆的误解，导致大量一般路过逸民和新粉丝误以为“加减乘除舞”是原版，以至于在B站搜索新宝岛tag的前数十条几乎都是猛男版相关。
目前up主“果厨果厨果”已经发表声明要求观众不要到处ky刷猛男版，但收效甚微。
截止2020年1月30日，“猛男版”新宝岛播放量已破5000万，而各大补档的本篇仍然还在被无限下架的危机中。
注意：不反对基于新宝岛的任何非dssq的二次创作，但请标注原版以防止误导一般路过逸民；请不要在原版新宝岛相关视频、音乐等内容下大量刷猛男版新宝岛相关内容，容易引起部分inm民和鱼韵粉丝的不满，因此爆发的诸如骂战等事故概不负责，谢谢合作！
本文引自萌娘百科(https://zh.moegirl.org)，文字内容默认使用《知识共享 署名-非商业性使用-相同方式共享 3.0》协议。"
树叶输液,8112126,年更鸽王up主，不接广告 头像id：77936989,在？为什么拿新宝岛宣传这几个人？有什么直接关系？新宝岛他们编的舞？
umtfk,422671135,？,"6.12日2:01
计数：33.5万
6.12日13:32
计数：29.9万
6.12日22:13
计数：24.3万
6月13日9:05
计数：20万
6月13日11:47
计数：3.9万
预计3小时内破亿（几个小时前还以为得后天）
让我们一起见证历史吧"
纳豆草_official,237451785,"bilibili个人认证：神楽めあの旦那sama
臭DD一枚~",刚刚和几个猛男在学校小跳了一下，然后被班主任拍了下视频发到微信的家长群里，这波社死了。
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210226期】
今日动向：
BV1j4411W7F7 播放较昨日增加11.2万，继续保持在第1位
BV1bW411n7fY 播放较昨日增加4.9万，继续保持在第2位
BV1Qt411T7VS 播放较昨日增加4.5万，继续保持在第3位
BV1x54y1e7zf 由第18位上升至第17位

本榜不含番剧、综艺等10P以上视频以及拜年纪、B晚，以下仅列举Top10，11~30、往期排名、排名规则参见→cv9552603
数据记录时间：2021-02-26 00:00

【Top10】
001 播放 91761448  1P BV1j4411W7F7
002 播放 76940607  1P BV1bW411n7fY
003 播放 76583304  1P BV1Qt411T7VS
004 播放 57372792  1P BV1qt411j7fV
005 播放 53761975  2P BV1NZ4y1j7nw
006 播放 47530745  1P BV1GW411g7mc
007 播放 45004504  1P BV1Sx411T7QQ
008 播放 43474649  1P BV1Us411d71V
009 播放 42530393  1P BV1pi4y147tQ
010 播放 40022173  1P BV1hs411Q7zf"
咖啡杯里的绯色,408459351,,定个小目标，1亿播放[doge][doge]
yue_初晴,503861014,舞蹈区and害怕区老粉,过几天元旦晚会和同学跳这个，给我加油吧铁汁们
bili_169018392,169018392,,为什么我不喜欢看舞蹈区，因为除了腿子和丝还有打底我实在找不到什么亮点，鱼龙混杂的，卖不卖肉自己心里清楚，还总要装出委屈的样子，说实话要是看这样的舞蹈我还不如去某个网站看呢甚至有的都不用穿，拜托这里应该是充满快乐活力的净土，而不是充满暗示和瑟琴的废土
夜子姐,372694986,"本阿婆视频简洁不墨迹，看的舒服
主要以个人兴趣创作视频，因为是个学生党设备还有裁剪技术不怎么样，请大家谅解。播放量惨淡，请大家白嫖也点个赞吧","bilibili- ( ゜- ゜)つロ 乾杯～
考古
B站考古公约
1.考古者应践行不破坏原则，尽个人最大努力保留易流失、易损毁文物。如弹幕。
2.考古者应践行不亵渎原则，给予旧时代网络文化应有的尊敬。
3.考古者应尽力保护文物的最初评论弹幕风气，不应当在评论区、弹幕中进行辱骂，引战，言语攻击，人身攻击等网络暴力行为。
4.考古者应减少无意义的刷屏，以避免造成神评论，神弹幕等历史文物的流失。
5.考古者应培养自己的观察者心态，以观察者的心态发掘文物、感受昔日辉煌。
6.考古者应时刻紧惕自己的行为，避免因自己的无心之失造成早期文物的流失。
7.考古者应遵守B站弹幕、评论礼仪，做一位高素质的考古者。
服务器的数据一旦丢失将很难找回，甚至无法找回。神评论神弹幕的丢失对于B站、后继考古者、当代考古者都是莫大的损失，B站文物的命运正掌握在我们手中，请诸君自勉。"
大刀阔斧向前溜,361451164,“无产阶级失去的只是枷锁，而他们获得的将是整个世界。全世界无产者，联合起来！”,?我怎么更感觉是黑粉抓住博爱这一破绽 刷弹幕然后又评论区带节奏 以此来抹黑博爱呢
羊羊饲养员ttcc,626199865,我要逗大家开心,点赞过200我也跳，视频为证[歪嘴]
艾连-噎嗝儿,449098471,晴空一鹤排云上，便引诗情到碧霄,@至络 又是你，我两年前的评论都能挖出来[支持]
希望所有人都可以幸福,628661560,思想是要想的，真理是要理的,陈:睿:你:妈:什:么:时:候:活:过:啊？
加油啊打游戏的大哥哥,233102500,,这个视频一亿播放之前绝不结婚[doge]
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210319期】
今日动向：
BV1j4411W7F7 播放较昨日增加6.1万，排在第1位
BV1bW411n7fY 播放较昨日增加2.9万，排在第2位
BV1Qt411T7VS 播放较昨日增加4.1万，排在第3位

值得关注：
BV19K411M7L8 播放较昨日增加6.9万，达到2904.5万，尚未上榜
BV1yt4y1Q7SS 播放较昨日增加4.4万，达到3937.5万，排在第12位

本榜不含番剧、综艺等10P以上视频以及拜年纪、跨年晚会，以下仅列举Top10，11~30、往期排名、排名规则参见→cv10064075
数据记录时间：2021-03-19 00:00

【Top10】
001 播放 93338351  1P BV1j4411W7F7
002 播放 77678992  1P BV1bW411n7fY
003 播放 77409316  1P BV1Qt411T7VS
004 播放 58434652  1P BV1qt411j7fV
005 播放 54133449  2P BV1NZ4y1j7nw
006 播放 47970391  1P BV1GW411g7mc
007 播放 45363971  1P BV1Sx411T7QQ
008 播放 43885466  1P BV1Us411d71V
009 播放 43165365  1P BV1pi4y147tQ
010 播放 40276478  1P BV1hs411Q7zf"
杉斯和他的朋友,640547321,收藏夹大整改……（请勿打扰）学习ing……,相信不止我一个人每天来这里巡逻吧[狗子]
眼睛没神儿,1332882992,身为一个鬼畜区UP主不会点儿音乐怎么行,我猜这几天播放量涨的快的原因是快到元旦了，懂的都懂[狗子]
黑色的阔落,456191338,,7600W了（绝对没人看见我）
厦门来打厨阿嫖,88502337,努力学习剪辑技巧和爱做不做视频的一个小白啊！哈哈哈,"2020年10月6号，在这里许个愿，希望2021年1月1号可以破1亿播放，
如果破了记得帮我点个赞提醒我一下谢谢[OK][OK]"
情殤丶丿,568884898,,每天一遍防止抑郁，如果我忘了回来点个赞让我知道[微笑]
-漫步-,70197837,原王者小馗,"上个暑假看才300w+，现在都7000w了[思考]
不过还是以前的弹幕质量高，现在开头刷播放量的把优质弹幕差不多挤完了[捂脸]"
_Kawakaze,261096097,战斧洋芋,现在再看一遍也都没内味了，弹幕全都是一亿一亿，以前的好弹幕都被顶下去了，坏时代终究还是来临了吗（悲）
杂修少年流川君,36752360,鸡你太美～贝贝哦哦哦～鸡你太美,吐了，知名签约艺人的fans真是了不起嗷，我就只是建议你们别给你们喜欢的艺人招黑，你就集体私信恶心我还举报我评论。把视频核心的弹幕挤掉不让人说，还来靠人力控别的up的评？去看看你们喜欢的签约艺人的置顶评论好不好，真就艺人的粉丝自带饭圈文化咯。
肥肥肥对对,107329798,,刷1亿劝删，boy说了别刷评论[微笑]
香草吧噗噗噗噗噗噗噗,34068128,,刷一个亿突现你是从boy那过来的吗?把好玩的弹幕全刷没了，注意点素质好吧，有点脑子别给boy招黑了
落笔零花,473375305,努力赚钱，做个卡带等身的人,我记得某个up基本每期视频都说，请不要在无关视频刷up主，这个传统其实值得每个up学习，毕竟b站用户嘛，一直都有ky的习惯，跨视频ky算什么，夸软件ky的大有人在[吃瓜]
床上抓青蛙,168692872,uid9位数1开头，良民一个，不太喜欢homo,现在的人提到新宝岛，就认为猛男是原版，坏时代来临了罢
WEAKER-dream,400690990,"A DEAD FLOWER SHALL NEVER BLOOM
Gearless JOE
",那群发4.4是sha了吗，这是你悼念先烈的地方吗
床上抓青蛙,168692872,uid9位数1开头，良民一个，不太喜欢homo,现在的人提到新宝岛，就认为猛男是原版，坏时代来临了罢
WEAKER-dream,400690990,"A DEAD FLOWER SHALL NEVER BLOOM
Gearless JOE
",那群发4.4是sha了吗，这是你悼念先烈的地方吗
不学会PYTHON绝不改名,382188325,,刷日期的很有意思吗？找存在感？？缅怀烈士也请不需要在弹幕里打出来，真的ex[无语]
筑成,37791361,我们的红不是故宫红墙的红，而是公社那面红旗的红。,比播放量是正常的，评论区口嗨一下就行了。但是别在弹幕池里刷，把高质量弹幕都给顶掉了。也别跑到别的视频下引战，很没素质[吐]
放风筝的咩,272067118,,终于通网了，告诉大家一个不好的消息，苏联解体了
小鳥遊六糀,381358046,2022依旧很喜欢六花！,还超拜年祭呢，4月你们就开学了看你们怎么超[吃瓜]
愉税军,20459310,,舞蹈区看到最后不是停在影流就是猛男[tv_doge]
猫长者,223819268,,2020.03.17，恭喜猛男版新宝岛成为b站播放量第一的视频[热词系列_三连]
玩ad的都是狗,42297306,,请大家不要再刷“冲冲冲”“干翻本山”之类的弹幕了，大量的刷屏把以前有意思的弹幕都挤掉了，求求大家了！！[笑哭]
摇晃人间朝暮,11152075,,？不能理解到处在无关视频刷武汉加油的什么心态
akuxi,35279460,,在？为什么刷武汉加油
Xtnos49,355356595,音游2020.8.31（phi15.68 malodyEX1）/车万人（恋厨）,念诗之王被删了，恭喜新宝岛荣登b站单个视频播放宝座!(以后只能来这发弹幕了
绫地星凛,352469646,咦……？呜哇……,"由于该视频dssq，现在我听到的别人说的新宝岛全是猛男版。
虽然新宝岛知名度增加了，但好像跟inm的dssq没啥区别（悲）"
喝咖啡の石动店长,39668531,,我寻思真就有人无知到以为新宝岛这么跳了呗？
虚渊玄_,4359091,_-^_-^_-^_-^_-^_-^_-^_-^,什么时候又多出了一群刷人名的睿智？真的佛了
世事多变r,37336704,为啥名字后面带一个“r”？因为是脸滚键盘滚出来的哦,有一说一，刷人名的是傻逼[阴险]
不会起名字65536,235616073,↑这个人胆小好色,这视频里面刷国庆快乐的有病吧
沅氿氿,38836686,扎扎~,想发国庆快乐在评论区发就好了 发弹幕会把以前有意思的弹幕挤掉的
ほーむず,27518398,来看看我的收藏夹吧，持续更新哟,终日迫害别人的inm民，今天也终于尝到了被迫害的滋味。在屑站高强度引流之下，下一个破灭的圈子会是谁？
警策警光,476144688,,能不能别在弹幕里发“一亿助攻”这种废话，都把以前有趣的弹幕挤没了
靑神,2663839,谁敢向我挑衅？我将终结他的生命！big fly符文已就绪,"我也不跟你弘扬正义说什么流量罪恶之类的言论我就直说了，现在这年头刷个点击量高调就算了，还光明正大跳你脑门上，就算你不想关心也巴不得让你知道，一个视频还能拉帮结派起来了，到处跑出去乱刷，其实最憋屈的是那些根本不爱看被强行安利看完了还完全不能理解的人，但是在如此大环境下又啥都说不了，说到底就是给惯的，如果这是两年前，发生这种现象肯定会被半数网民骂，瞧不起这种“新家军”“可家軍”之流，但是现在都随波逐流了，有那个觉悟的人又走了，就轮到这帮猴子们跳了。
我也啥都做不了，但是我觉得还是尽量不要变成这种人吧。"
全向我看齐我宣布个事,253801070,大号 uid 1780110 永久封禁,影流之主不限流的话，新宝岛真得往后稍稍
怠慢o,20580455,,@至络 谢谢你！
Mercury丶D,86044180,"橙黄橘绿时
",恢复服务器后的第一件事就是看新宝岛[妙啊]
御坂18364号,255207867,随缘更新,"【全站播放Top30】【210218期】
今日动向：
BV1j4411W7F7 播放较昨日增加19.0万，继续保持在第1位
BV1bW411n7fY 播放较昨日增加6.9万，继续保持在第2位
BV1Qt411T7VS 播放较昨日增加3.9万，继续保持在第3位
BV1yt4y1Q7SS 播放较昨日增加5.9万，由第13位上升至第12位

值得关注：
BV19K411M7L8 播放较昨日增加10.1万
BV1LJ411W7Bo 播放较昨日增加9.7万

本榜不含番剧、综艺等，以下仅列举Top10，11~30、往期排名、排名规则参见→cv9552603
数据记录时间：2021-02-18 00:00

【Top10】
001 播放 90435828 BV1j4411W7F7
002 播放 76477199 BV1bW411n7fY
003 播放 76206633 BV1Qt411T7VS
004 播放 56610221 BV1qt411j7fV
005 播放 53536452 BV1NZ4y1j7nw
006 播放 47307463 BV1GW411g7mc
007 播放 44772725 BV1Sx411T7QQ
008 播放 43113374 BV1Us411d71V
009 播放 42197367 BV1pi4y147tQ
010 播放 39789695 BV1hs411Q7zf"
御坂18364号,255207867,随缘更新,"【全站播放Top10】【210201期】
数据记录时间：2021-02-01 00:00
001 新宝岛　　　   1P  播放 87709084  点赞  2976217  投币  1303590  收藏  2156001
002 影流之主　　   1P  播放 75534683  点赞  1587765  投币   474762  收藏   886196
003 念诗之王　　   1P  播放 75127487  点赞  3152322  投币  3081293  收藏  2219654
004 派大星的独白   1P  播放 54717084  点赞  3718297  投币  3902606  收藏  2719746
005 黑人抬棺　　   2P  播放 53018369  点赞  1585520  投币   382698  收藏   933001
006 面筋哥　　　   1P  播放 46771675  点赞  1520593  投币  1704317  收藏  1396465
007 千本樱　　　   1P  播放 44123192  点赞  1721129  投币  2270445  收藏  1556383
008 黑喂狗　　　   1P  播放 42405719  点赞  1312810  投币  1325802  收藏  1351136
009 最强法海　　   1P  播放 41309230  点赞  1672808  投币  1006931  收藏   951229
010 papi酱　       1P  播放 39528505  点赞   712378  投币   667962  收藏   675686

本排行榜不含番剧、综艺等，规则同我整理的全站播放Top30→cv9552603"
与达瓦里希,23160820,英特纳雄耐尔就一定要实现,太蠢了，弹幕全是留念的，以前的一排排四字成语都被顶掉了
花老师教你拉野屎,438343842,"看评论不按时间排序真的很重要 (╯°Д°)╯︵ ┻━┻
","，新宝岛冲冲冲[打call][打call] 
另外说过亿什么的也还行，但是别提阿婆主[OK]"
罗翔说在想办法,288188611,为了部落,隔壁影流之主底下有人刷默哀，默哀得在正确的地方刷，在影流之主底下刷叫人误以为影流之主死了，同样的，这里也别刷，这个团队活的好好副
吉良麟,1275972,早买早享受，晚买享折扣,能边看猛男新宝岛边默哀的都是什么神人[笑哭][笑哭][笑哭]
羊皮kora,187691606,政治立场无关紧要,守护我们最好的盈利盈利！二刺猿野爹朴秀万岁！
Takigawa_Chiba,37471042,无名小UP，现居深圳，活跃于广东珠三角(例如深圳、广州、顺德)约战少前双厨，成分不是一般的复杂（复杂到连自己都搞不清楚）,inm至少知道原创，猛男是二创骑脸，直接连原版都不知道了，二创当原版了
迪纳塔莱olof,53188857,,形式主义 有时间在这种视频里刷 影响其他人观看 违反弹幕礼仪 还不如捐点钱 别管最后钱流去了哪里 起码自己这边显得更有了底气
蘸酱红烧肉,109354972,这个人很神秘，什么都写了,？为什么国庆一堆人来这儿刷，把顶端空格弹幕全都给挤没了？？
雾椟孤,36833676,,在下吴奇隆黄磊结合体师承药水哥
轻型航母独角兽,29141898,"bilibili个人认证:《碧蓝航线》最可爱的一抹多，将来是要取代小加加的舰娘（划掉）
          ",那招蛇形刁手实在是太经典了，一提到新宝岛，我就想到这个动作[蛆音娘_大笑]
卯卯卯秃秃,8562440,嘟嘟噜～,别刷过亿弹幕了行不行，你们在评论里说，求求你们了，你们这样boy也会很难做的，
那个迭,14136816,,我两个视频都很喜欢（指改革春风），但你们不觉得这么做很没意义吗？一天到晚是没事干了来折腾这玩意？这和刷微信的步数不是一样无趣吗？[生病]每天刷一遍是喜欢，但每天看个没完就是过火了，就算两边有一方赢了又怎样，证明哪一边弱智粉更多吗？还是国家让大家吃太饱了，所以说，请理智娱乐，拒绝无脑[再见]
小米浴啊,41706763,究极米浴单推人，我永远の爱????????????????,麻烦中国boy的nt粉丝们不要来乱刷好么?现在新宝岛的原视频全是tm什么1 1亿助攻，1亿助攻，原本有趣的弹幕全被你们顶掉了，跟xz的nc粉一样的恶臭[吐][囧]
Empty樱,87335146,希望是万恶之首，它不断的延长着人们的痛苦,现在批站都是猛男小鬼，一般通过逸民提到新宝岛就猛男，坏时代，来临力(悲)
Nankieeeeeee,490536,与时间对决是我能想到最浪漫的事情,镇站之宝是偷的，真的是很有内味嗷
South_Astesia,220262831,保守派能不能爬呀,"睿站给猛男版大量流量，是准备引入大量一般通过路人从而一举dssq吧(⌒▽⌒)
哲学已经被毁，创价甚至早已不为人所知，inm相关梗也在一个个流失了
还差最后一步，就能铲除过去的一切，彻底开启我们向往的“二次元”新世界了呢(⌒▽⌒)"
