name,id,sign,comment
配音演员黄莺Fiona,13405518,,有意思的MV
永远单推卫宫士郎,385529573,Jay,01年周杰伦vsF4，02年周杰伦vs阿杜，03年周杰伦vs蔡依林，04年周杰伦vsSHE，05年周杰伦vs王力宏，06年周杰伦vs林俊杰，07年周杰伦vs潘玮柏，08年周杰伦vs飞轮海，09年周杰伦vs罗志祥，10 11年周杰伦vs许嵩，12 13年周杰伦vs陈奕迅，14年周杰伦vs邓紫棋，15年周杰伦vs李荣浩，16 17年周杰伦vs薛之谦  22年已经无人能敌了
啥情况了都,335593354,,果然连mv都惦记着他那b魔术[doge]
夕思花,39250097, ,从未如此美妙的中午[热词表情_哎呦不错哦][奶茶干杯]
花生小白浆果糖,485572990,保存关于兔子的回忆。,"1.钢琴有魔法，JAY弹着钢琴穿越到了1920年的英国。
2.红鼻子的是年轻时候的卓别林
3.翘胡子是还未成名的西班牙画家达利
4.老年画家是晚年的莫奈
5.戴眼镜的男人是徐志摩，《巴黎的鳞爪》是他写的随笔散文。
6.弹钢琴的男人也是穿越者，朗朗"
日日加丿,321351632,外交学院,这么想起来，那个23年的世界巨星不会还是周杰伦吧哈哈哈哈哈哈
realme真我手机,402925510,敢越级的科技潮牌,这次是真的！终于等到你！真正的爷！青！回！
喜欢数码的陈同学,337279814,"努力做有温度的视频 临渊羡鱼不如退而织网
商务合作请加QQ445591408 
备注合作内容",这首歌作为主打歌实至名归，前一张专辑主打歌《床边故事》传唱度也不高，告白气球反而是最火的[tv_笑哭]
君筱桑CY,23289413,微博@君筱桑,mv的大概内容应该是：周杰伦穿越回去收集名人的照片，遇到很多名人都认识，可唯独不认识一个弹钢琴的，周董和他对琴的时候竟然还发现他弹的是不属于这年代的曲子，这对周董非常疑惑，最后穿越回去的时候一切疑惑都解开了，原来那个人正是和周董处于同一时代的人。
季碳原子,19209107,呵 愚蠢的碳基生物,"新歌不专业的乐评。
字字不写遗憾，整首歌都在写遗憾。第一遍看mv的结尾，突然被他们穿越回现实镇住了。才子希望自己和大师同一个年代，却都只能从故纸堆里摄取一点点来自他们的神光。而过去那些沉浸在艺术世界的人们，是否知道在他们身故一百年后，还有那么多人渴望和他们一见？他们知道自己的诗和画被后世人人称赞，会不会也有一丝释然的遗憾？"
紫薇尔莉特伊芙加登,530573,The World Best Uaena,夜的第七章+琴伤+夜曲+以父之名=最伟大的作品[吃瓜]
#NAME?,651067656,"不要温和地走进那个良夜
",带节奏的小鬼来了，不多说，兄弟们擦亮眼睛[OK]
Masdel,442592126,你的声音好像垂直于地球的夜晚。,"刚睡醒看到周董新曲出了，看了两遍MV后，对它的质量真的惊喜，《伟大的作品》里面有很多伟大的作品，我大概列出来了，有兴趣的朋友可以去看看那些艺术大师的作品和生平介绍。[奶茶干杯][奶茶干杯][奶茶干杯]
1、“莎玛丽丹”是法国巴黎地标建筑，也可以算是艺术殿堂；
2、“偏执是那玛格丽丹被我变出的苹果”，是讲超现实主义画家玛格丽丹，他很多作品中都出现了苹果，如著名作品《人类之子》；
3、“不是烟斗的烟斗”是玛格丽丹的作品《形象的背叛》，他在画中画了一个巨大的烟斗，却在下面写道“这不是一个烟斗”；
4、“脸上的鸽子没有飞走”也是玛格丽丹的作品之一，其构图和《人类之子》有异曲同工之妙。总而言之，玛格丽特的超现实主义作品总是给人以神秘感，却又无法摆脱它，因为寻找象征意义的人们，未能把握物象中固有的诗意和神秘感，这往往是玛格丽特超现实主义作品伟大的地方。
5、“达利翘胡”指的是画家萨尔瓦多·达利，与毕加索和马蒂斯被认为是20世纪最具代表性的艺术家，而其最出名的不只是他的超现实主义作品，还有他那对如他本人般极具特点的翘胡，他将自己的胡子也打造成了一件艺术品；
6、“弯了汤匙”是指作品《不可知论的象征》；
7、“融化的时钟”很明显是指著名作品《永恒的记忆》，其已被美国洛克菲勒家族收藏的“无价之宝”；
8、“龙虾电话”是达利 1930 年代创作的极具标志意义的超现实主义作品之一，它由毫不相互关联的两个日常物品组成，产生奇异又冲突的和谐感，达利在自传中表达了他对“龙虾电话”的看法，“同样不明白的还有，为什么香槟可以放置于银桶和碎冰之间，但是触感极温暖又有些讨厌令人不想触碰的电话机却不能这么做”。
9、“水墨”、“花都”、“双腿”，无不指向常玉，他于1920年前往巴黎，勤工俭学，追求自却无人赏识，生活穷苦，最后因煤气中毒，客死巴黎。
10、常玉风景动物作品中，往往由缥缈的天地和孑立徘徊的动物组成，给人以孤苦感，因而有“漂洋过海的乡愁”；
11、常玉人物作品中裸女、玉腿特点居多，有代表作《五裸女》、《曲腿裸女》等，可惜生前困苦死后光荣，是公认的世界级大师，中国式的莫迪利阿尼；
亨利·马蒂斯是野兽派创始人，“马蒂斯的海岸”应该是指其作品《窗前风景》，这个记不太清了，有错误可以在下面纠正下。
12、“星空下的夜晚”无疑是梵高的《星月夜》；"
若南柯忆梦,11393373,杂食区up，之前的视频先删了，等我回来。,问：朗朗为什么出现在mv里？答：因为这样比较显瘦……[无语]
丙丁在这,315883763,感谢相遇，不负遇见,啊 周杰伦塌房了啊 你们不知道吗 他有了一个秘密情人 那个人就是丙丁在这[doge]
络腮胡的威廉二世,22251983,,"记一下歌曲里面出现的艺术家，分别是 勒内·马格里特(Rene Magritte)，萨尔瓦多·达利(Salvador Dalí)，常玉，莫奈，徐志摩和朗朗？在4:20处名字分别对应的标志是  勒内 的 《The Son of Man》里面的苹果；达利的标志性翘胡子；常玉的曲腿果女；莫奈的睡莲和徐志摩的眼镜。
歌词里面可能有关联的作品有：
勒内的 《The Son of Man》 或者 《The Great War》 以及 1:28的歌词“不是烟斗的烟斗” 对应作品《你看见的不是烟斗》1:29 “脸上的鸽子没有飞走” 对应作品《戴圆顶硬礼帽的男人》
1:44歌词“龙虾电话那头你都不回我”对应达利的作品《龙虾电话》还有常玉的《曲腿果女》，另外歌词中还提到了莫奈的《 日出·印象》及莫奈的自画像，还有徐志摩的《翡冷翠的一夜》《巴黎的鳞爪 》以及三篇关于康桥的作品 ，另外根据4:20歌词里面的“因为这才是挥手向云彩道别的滋味”对应《再别康桥》中的“我挥一挥衣袖，
不带走一片云彩。” 吧？另外，徐志摩手上拿的《宇宙大腿》应该是指常玉的作品。另外还出现了“星空下的夜晚，交给梵谷点燃”   梵高的《星夜》，“孟克桥上的呐喊”  爱德华·蒙克的《呐喊》。怪不得专辑名叫做《最伟大的作品》[打call]"
就是波波_,1109960184,已进厂,芜
scp00z,158320257,输的太多了，我想赢一次！,这首歌挺神奇的，开始听完觉得很一般，但多听几遍，居然越听越上头。。。[辣眼睛]有点意思
宇宙灿烂的星星,50277884,中年危机,"MV和歌词里的艺术彩蛋：
01：23秒，玛格丽特 超现实主义画家 画苹果，黑帽子的男人
01：40秒，达利 超现实主义画家 翘胡子
01：48秒，常玉 中国留法画家 画人体（四川南充人）
02：02秒，马蒂斯 野兽派画家 狂野线条
02：05秒，梵高，后印象派画家，代表作星月夜，
03：40秒，莫奈 印象派画家 画睡莲和捕捉光线光影。
04：05秒，徐志摩 ，代表作，再别康桥，翡冷翠的一夜，巴黎的鳞爪。
04：42，孟克， 表现主义画家，代表作桥上少女。"
周杰伦Quinlivan,481158724,明明就,怎么这么多水军[微笑][微笑]连ag带杰伦一起恶心
嘉传科研宠粮,1858185377,走种田流路线老实攀科技树的国产猫狗粮品牌，来贵站看看能不能薅多点粉（天喵“嘉传旗舰店”/试吃和最新活动请看置顶动态）,上个六年我刚走出小镇，到省城上大学；六年过去的现在，我在省城卖猫粮；下一个六年，我又会在哪呢[微笑]
2022年冲冲冲,1123818173,,"网红歌曲从20分上升到30分，叫神曲
杰伦歌曲从100分降到了80分，叫一般
[呲牙]"
不要浪费粮食啊,103073892,中象，围棋爱好者，会下一点点国象,"第一句那个“哥”给我整的猝不及防。
联想一下。
天青色等烟雨，而哥在等你。
而哥已经分不清，你是友情还是错过的爱情。
再给哥两分钟，让哥把记忆结成冰。
刮风这天，哥试过握着你手。
塞纳河畔左岸的咖啡，哥手一杯品尝你的美。
仁慈的父，哥已坠入，看不见罪的国度，请原谅哥的自负。
漂亮的让哥面红的可爱女人。
为你弹奏肖邦的夜曲，纪念哥死去的爱情。
雨下整夜，哥的爱溢出就像雨水。
爸，哥回来了。[doge]"
品川猴の良,439379376,,"Mv信息量太大了，光是我能看懂的就已经很多了
杰伦手中的纸条应该是一个类似任务单一样的东西
有以下几位
1.Magritte 雷尼·马格利特—— 苹果
代表作
你看到的不是烟斗
人类之子The Son of Man（就是那个很出名的苹果）
2.Dali萨尔瓦多·达利 ——（他那标志性的胡子）
代表作
记忆的永恒（那个软搭搭的钟表）
3.常玉——大腿
一生大起大落，在艺术上坚持我行我素。1966年在巴黎因煤气泄漏去世时仍默默无闻、不被赏识。而今，西方公认他为世界级的绘画大家。常在咖啡馆里一边看《红楼梦》或拉着小提琴一边画画。（这个了解的少，查的百度）
4.Monet莫内（莫奈）
印象日出
很喜欢睡莲
5.徐志摩——眼镜
诗-再别康桥，翡冷翠的一夜
文-巴黎的麟爪，
曾夸赞常玉的那富有肉感的女人腿为宇宙大腿
6.？？？——钢琴
还能是谁呢，总不能是郎朗吧[doge]
另：歌词中的梵谷（应该就是梵高）"
BROKEN_237,140093410,still,"周杰伦一曲钢琴弹奏化身时空旅人
瞬间移到过去与艺术家们相遇
曲风巧妙优雅地融合古典、嘻哈、饶舌与流行
MV则是融合绘画、文学、音乐、影像的当代艺术表现形式
当中呈现了许多周杰伦的狂想！"
左傾,1974108,醒时同交欢,歌詞帶哥，不愧是你
可以不乖丶,239854608,我喜欢三月的风，四月的雨，不落的太阳和最好的你,古典的受众面本来就小，没有一定的积累也不好去理解，这首歌肯定不会成为大众流行的歌，但是这不是你们连常玉都不知道是谁就在这指点的原因[辣眼睛]
这个站最靓的仔_,369678335,,已经身在神坛的人 每一次发歌都会承受成千上万种期待 其实他大可以选择不去面对这种压力 但他还是来了
Trema,323952284,,MV大家看懂了吗？他在致敬上世纪二十年代在巴黎生活过的艺术家们。第一个，雷尼马格利特，未来主义和超现实主义画家；第二个，萨尔瓦多达利，超现实主义画家；第三个，常玉，中国画家在巴黎，一辈子画裸体女人；第四个，莫奈，印象派画家，擅长画莲花；第五个，徐志摩，再别康桥；第六个，？？穿越回去的朗朗。致敬《最伟大的作品》！[给心心]
暴走诶,343969403,天道好轮回，苍天饶过谁,信不信，假如现在出的是以父之名，喷的人照样不少。小时候我只听的来菊花台青花瓷七里香这种歌，觉得以父之名就纯纯的鬼叫念经歌，后来长大了才慢慢体会到这首歌的牛逼
抗日奇侠格雷福斯,4156910,个性签名,我先来，江郎才尽[doge][doge][doge]
肥鹿鹿噜噜,335135884,嘟嘟嘟,还是这首老歌好听[doge]
仲尼Johnny777,28278842,建议关注并期期三连,神，还是神！
_Emiya_1,32343351,,来了来了！
是神龙大侠啊,486960380,,这个点赞还有特效呢！不信你点一下我的试试[脱单doge]
海绵宝宝亚瑟儿,1744878119,别看了，没你想查的内容,知道他们为什么喷吗？这个词和曲不好拍小视频，也不能拿个破吉他去卫生间肾虚唱法翻唱
界小陨Dilima,86234074,妖灵project所属 神界天使小魔女 让我背负所有罪吧 画师 @抹茶巧克力九分甜 欢迎来访,"做一点科普：
1.《呐喊》是挪威作家爱德华·蒙克的画作，因此画中桥叫做蒙克桥
2.梵高与经典画作《星空》
3.莎玛丽丹是巴黎的一家艺术百货公司，是巴黎的地标建筑，主页访问地址是 https://www.dfsglobal.cn/cn/samaritaine/art-and-culture/listing
4.1920年的巴黎不仅是浪漫之都，毕加索和海明威都汇聚于此
5.马格丽特是来自于《茶花女》，是作家小仲马的代表作，讲述了茶花女巴黎的生活
6.脸上的鸽子指代的是毕加索创作的《和平鸽》
7.达利翘胡是因为超现实艺术家-达利常用这个胡子出境，因此具有代表性，包括时钟融化等都是他的代表作
8.马蒂斯是著名的海岸画作家，也是野兽派的著名画家
9.莫奈给自己画过自画像，同时后面的歌词隐喻了比如《日出·印象》等著名画作
10.徐志摩和《再别康桥》《翡冷翠的一夜》《巴黎的鳞爪》都是很有代表性的作品。"
Tears在那个深秋,65811841,一盏茶间  细抿也念  杯空也念 ,这首歌没选择迎合大众口味就引来了口水歌听众的强烈不满[嗑瓜子]干巴巴甩下差劲二字便离键盘远去，我细翻当下乐坛的榜单红作，没忍住笑了出来
想不到名字所以乱取,1383177775,,别看了，即使人家嗓子不行了他的歌还是吊打你家giegie[微笑]
當時年少春衫薄-,85388430,好好学习，天天向上，日有长进,千呼万唤始出来[大哭]我都上研了你才出来
野鲤Wild_Carp,23008847,一条野生的鲤鱼。,"只能说MV太强了
看上去应该是周杰伦二人扮演店员潜入玛萨特丹里，为了接触能弹回去的那台钢琴，然后弹了不能说的秘密电影里用来穿越的secret作为引入，穿越回了过去，随后的剧情应该是周杰伦二人去寻找各位名人艺术家（有玛格丽特，达利，常玉，莫奈，徐志摩），给他们变（周董骄傲的）小魔术，拍下照片或取得作品，但当最后找完徐志摩后发现还有一位神秘钢琴家没找到，这时杰伦想到与常玉在琴房里时突然闯进来的那个人似乎是朗朗，还没思考清楚，奈何已夜幕降临，只得作罢，又弹琴穿越了回来，于是发现朗朗正打着手电抓了他们个正着。

最牛逼的还是杰伦为每个艺术家都写了一段旋律，朗朗也有很长一段间奏。副歌部分还提到了马蒂斯，梵高，蒙克。用“这世上的热闹出自孤单”一句概括了大多数艺术家的不幸的人生。

只能说，杰伦不愧是杰伦，《最伟大的作品》指的不只是过去的艺术家，还有“时代的狂，音乐的王”周杰伦。"
tttt1234321,54259011,,"我先来，杰伦已江郎才尽[doge][doge][doge][doge]
有人问，《最伟大的作品》会不会是杰伦最后一张专辑。按照《范特西》的经验来看，只要大家多喷这张专辑，过几年就会有一张《依然最伟大的作品》问世[doge][doge][doge]杰伦粉们，该怎么做，心里有数了吧？[奶茶干杯][奶茶干杯]"
赛博朋克乌龟,7246924,生命在于静止——乌龟君如此说,觉得不喜欢、不好听的朋友，没关系很正常，get不到就不要勉强自己。音乐审美这种东西，没有说谁比谁更好的意思，但是也确实不能一概而论。[干杯]还有觉得他现在的作品没有以前好的，也很正常，毕竟时代在向前，没有什么一成不变的。他在成长在改变，你也在成长在改变，大家的审美和感受都是随着时代和各自的阅历不断变化的。[奶茶干杯]把作品交给时间，也许到时候回头看看，这首歌依旧是时代经典[爱心]
维多利亚佩德雷蒂,66798265,for honor,果然有些人口水歌听多了连好坏都分不清了[抠鼻]
酒肉臭冻死骨,20627077,,经典斗琴，mv好多片段都好像《不能说的秘密》里的，太经典了
GuoJYx,107987815,,第一！
左傾,1974108,醒时同交欢,來了！
我紫我自豪,36769604,人生苦难重重，这是个伟大的真理，是世界上最伟大的真理之一。梦是一种欲望，想是一种行动。梦想是梦与想的结晶。,或许会有很多人觉得周董这一次的新歌没有以前那么惊艳了，但我还是想说，我已经很久以来已经没有听过这么富有文艺气息的歌了[笑哭]
a158127,330293882,,这个mv发了两三天，听周杰伦的人早都听过了，我能理解觉得好听的人一直在这重复听，为什么觉得不好听的还在孜孜不倦的发差评？您也两三天一直单曲循环这首歌？[doge]传下去
A-23187-,413116240,,这个mv发了两三天，听周杰的人早都听过了，我能理解觉得好听的人一直在这重复听，为什么觉得不好听的还在孜孜不倦的发差评？您也两三天一直单曲循环这首歌？[doge]
爱莉希雅-一如初见,2085285878,为世间所有美好而战!,大家也看到啦，周杰伦也就这水平了，作曲平平无奇，歌词唱的啥都听不清，就这也配当歌手？希望大家保持理智，抵制杰伦，把演唱会的票让给我
叶琥琥,31194359,,如果你觉得这首歌不如他0几年最火的那几首歌，那么大家相互笑笑不用辩，但就如歌中所说，周杰伦的音符是未来的艺术。他从来都是引领大众审美而不是迎合大众审美的人。
栖壹壹,517078255,问院落凄凉，几番春暮,"真的不是很理解 大可以说这首歌一般
没人乐意造神
但是诋毁周杰伦这个人拉是真的大可不必 他的音乐造诣比现在很多的歌手都要强太多
觉得他以前的歌和现在的歌都拉胯的
建议出门右转听学猫叫"
面包路易菌,13870293,路易菌很懒，什么都没有留下~(,"开头出现的SAMARITAINE-莎玛丽丹 法国的最大百货公司
勒内·马格利特
""不是烟斗的烟斗""--《这不是一支烟斗》
""脸上的鸽子没有飞走""--《戴圆顶礼帽的男子》
""1920错过的不朽""--大概是指1927年首次画展失败移居巴黎
达利
""龙虾电话那头你都不回我""--《龙虾电话》
常玉
""花都优雅的双腿""--《曲腿裸女》
""飘洋过海的乡愁""--常玉留学巴黎
""马蒂斯的海岸""--他被称作东方马蒂斯
""星空下的夜晚 交给梵谷点燃""--他被称为中国梵高（梵谷就是梵高 《星空》）
有趣的是常玉被称为东方马蒂斯是因为绘画风格相近，而被称为中国梵高是因为他们拥有相同的悲惨经历
""孟克桥上的呐喊""--《呐喊》爱德华蒙克
mv间奏阶段可以看到常玉拿着小提琴--因为他从小学习小提琴
莫内
""我请莫内帮个忙 能不能来张自画像""--莫内一生只画过两幅自画像
""大师眺望着远方""--可能是指莫内晚期视力严重下降
""研究色彩的形状""--光和影的色彩描绘是莫奈绘画的最大特色
""日出在印象的港口来回""--《日出 印象》""睡着的花叶""--莫内晚期痴迷于画睡莲，越画越大
徐志摩
""停在康桥上的那只蝴蝶""--《再别康桥》
""飞在午夜河畔的翡冷翠""--《翡冷翠的一夜》
桌上的书--《巴黎的鳞爪》
mv中徐志摩展示的字""宇宙的大腿""--是他形容常玉的《曲腿裸女》
""因为这才是挥手向云彩道别的滋味""--《再别康桥》"
Aya哇,381675081,世界还有希望,"莎玛丽丹：法国巴黎著名地标百货店

马格利特：超现实主义画家，专注于创作奇幻的、恐怖的、充满特殊构想的形象。

不是烟斗的烟斗：他最有代表性的超现实主义画作为一幅写有“你看到的不是烟斗”的烟斗画作，名为《形象的叛逆》。

《马格里特的苹果》：一个叫勒内的男人实现了成为画家的梦想，成了一个画苹果、画帽子、画苹果帽子的画家。在他的画作里，叶子是嘴唇，法棍是鼻子，上下颠倒。

同名玛格丽特鸡尾酒：墨西哥鸡尾酒

达利的翘胡：超现实主义画家，把幻想结合在奇特的环境中，以展示画家心中的梦幻。两撇翘胡成为了标志性特色。

融化的墙上时钟：达利的著名画作《记忆的永恒》

浪荡 乡愁 常玉的花朵：常玉是近现代画家，在艺术上坚持我行我素，追求精神自由，经历过大起大落，一生默默无闻不被赏识，在巴黎因煤气泄漏死得凄惨。
勤工俭学去巴黎，作品卖不出去，生活困难越来越孤单。早期绘画作品重于裸体创作，著名的如MV里的曲腿裸女画像，后来更多着重于动物风景画。
而今，西方公认他为世界级的绘画大家，被誉为“中国式的莫迪利阿尼”。

马谛斯的海岸：马蒂斯是野兽派画家，以使用鲜明、大胆的色彩而著名，代表作《拉姆拉德海景》。

梵谷的星空：梵高，后印象派画家，代表作《星夜月》

孟克的呐喊：爱德华·蒙克是挪威画家，代表作《呐喊》

莫内：法国印象派画家克洛德·莫内，擅长在不同的光线和角度连续画同一个物体，光影结合细腻。

康桥：徐志摩的《再别康桥》

翡冷翠：佛罗伦萨，意大利语译为翡冷翠，意大利中部的一个城市，著名的艺术中心，因那的官邸和教堂专用一种绿纹大理石，将城市点缀得如同一粒翡翠。"
翳寧,470481373,,"《最伟大的作品》 周杰伦

哥穿着复古西装
拿着手杖弹着魔法乐章
漫步走在莎玛丽丹 被岁月翻新的时光
望不到边界的帝国
用音符筑成的王座
我用琴键穿梭1920错过的不朽
啊偏执是那马格利特
被我变出的苹果
超现实的是我
还是他原本想画的小丑
不是烟斗的烟斗
脸上的鸽子没有飞走
请你记得
他是个画家不是什么调酒

达利翘胡是谁给他的思索（思索）
弯了汤匙借你灵感不用还我（还我）
融化的是墙上时钟还是乳酪
龙虾电话那头你都不回我

浪荡是世俗画作里最不自由不拘的水墨
花都优雅的双腿是这宇宙笔下的一抹
漂洋过海的乡愁种在一无所有的温柔
寂寞的枝头才能长出常玉要的花朵

小船静静往返
马谛斯的海岸
星空下的夜晚
交给梵谷点燃
梦美的太短暂
孟克桥上呐喊
这世上的热闹
出自孤单

——————————————————

花园流淌的阳光
空气摇晃着花香
我请莫内帮个忙
能不能来张自画像
大师眺望着远方
研究色彩的形状
突然回头要我说说
我对自己的印象

世代的狂
音乐的王
万物臣服在我乐章
路还在闯
我还在创
指尖的旋律在渴望
世代的狂
音乐的王
我想我不需要画框
它框不住琴键的速度
我的音符全部是未来艺术

日出在印象的港口来回
光线唤醒了睡着的花叶
草地正为一场小雨欢悦
我们彼此深爱这个世界
停在康桥上的那只蝴蝶
飞往午夜河畔的翡冷翠
遗憾被偶然藏在了诗页
是微笑都透不进的世界

巴黎的鳞爪
感伤的文法
要用音乐翻阅
晚风的灯下
旅人的花茶
我换成了咖啡
之后他就
爱上了苦涩这个复杂词汇
因为这才是挥手
向云彩道别的滋味

小船静静往返
马谛斯的海岸
星空下的夜晚
交给梵谷点燃
梦美的太短暂
孟克桥上呐喊
这世上的热闹
出自孤单"
Tommy_21,5608681,哈哈哈哈哈哈哈,呦呦呦[呲牙]
反方向的time,1804410781,魔幻现实,在这给那些揪着歌名最伟大三个字一个劲说事的人，周杰伦牛是牛，但是他也不会傻到这么直接，只能说这个歌名已经起到周杰伦想要的效果，但凡动点脑子都应该知道，之所以是最伟大，是因为歌词里面唱的所有艺术家和艺术作品，是他们拼拼凑凑出来的最伟大，而不是你的一根筋
Chin易,316658545,酷人,点赞有“哎呦，不错哦”！
环球地理探索,526585830,我是阿星，让我们一起探索自然与地理。,这首歌已经听了几十遍了，越听越上头
原自珏,303147198,这个人很懒，什么都没有留下，只留下了二十一个字。,"说实话
这种古典而流行的曲风才是周杰伦的王牌

其他的，无论是周氏情歌还是中国风都被其他歌手复制过
只有这种古典曲风，稳扎稳打，世面罕见

近的床边故事、前世情人、窃爱，远的威廉古堡，以父之名
我一直以为这才应该是周杰伦最独一无二的曲风"
熊熊_唔,15638263,如何成为总导演,"干了五遍，扒了下都有哪些最伟大作品：马格利特《人类之子》《这不是一只烟斗》，达利《钟》，常玉《盆栽》《曲腿裸女》，蒙克《呐喊》，莫奈的《睡莲》《日出》，梵高《星空》，马蒂斯 ，博纳尔《海岸》。
这世上的热闹，出自孤单。"
kurosawa_黑沢,355064063,努力做高质量作品，目前可以算是鬼畜up,为什么你打开了按时间排序[doge]？
A-23187-,413116240,,这个mv发了两三天，听周杰的人早都听过了，我能理解觉得好听的人一直在这重复听，为什么觉得不好听的还在孜孜不倦的发差评？您也两三天一直单曲循环这首歌？[doge]
爆炒茶子,258959558,以爱为生,只能说这绝对不是一首迎合大众庸俗审美的歌 在这一切音乐和文化都变得快餐化的时代 我可以永远相信周杰伦
Ytram_123,289210615,夢みたいに 君に出逢えたキセキ,"世代的狂
音乐的王
万物臣服在我乐章[大哭][大哭]"
唱歌学习,1805583953,系统学唱歌+VX：yezi01996 备注：天天,"两人通过弹奏时间的乐符，穿越回了1920的莎玛丽丹
1、先是遇见比利时超现实主义画家马格利特，通过魔术，致敬了伟大作品之一《虚假的镜子》（绿苹果挡住人脸）
2、 然后通过魔术弯曲金属勺，给了西班牙超现实主义画家达利灵感（具体是什么作品在下不知[酸了]）
3、 遇见常玉，对应作品是《曲腿裸女》，应该还有个《青盆花与菊》
4、遇见一个神秘人，能和杰伦斗琴
5、找到大师莫内（法国著名印象派画家）画自画像，通过魔术让大师有了灵感，伟大的作品《睡莲》，这里边有一句歌词“日出在印象的港口来回”，致敬伟大的作品《日出·印象》
6、遇见现代著名诗人徐志摩，能看见他手里有一本手记，是伟大的作品《巴黎的鳞爪》，歌词“停在康桥上的那只蝴蝶，飞往午夜河畔的翡冷翠”分别致敬伟大的作品《再别康桥》、《翡冷翠的一夜》，然后那个“宇宙大腿”是他赞誉常玉的画[妙啊]
7、两人到最后还是没弄清楚神秘人是谁。穿越回到现实，突然被灯光一照，那个神秘人（朗朗）出现，原来他也是时光旅行者[doge][打call]"
手写的第七章暗号,456282138,我永远喜欢周杰伦,"大人们根本不能体会表哥他的用心

好像随他们高兴就可以彻底的否定

否定我的作品

决定在于心情

想坚持风格他们就觉得还欧颗

没惊喜没有改变

我已经听了三年

我告诉外婆 我没输 不需要改变"
西虞,17913585,,"上次跟同事去KTV，我点了很多歌，大部分是你的，她们说“你是周杰伦粉丝啊”，我恍惚了一下，我是周杰伦的粉丝吗？
我觉得我不算你的粉丝，因为我只听了你的音乐，从来都不了解你，没有关注你的微博，不知道你的生日，不知道你喜欢吃什么，也没追过你的演唱会（长这么大没去过演唱会），我自认从不追星，但是你确实陪我走过了我的青春，我的每一个春夏秋冬。
上次给我3岁的女儿听了《七里香》，她说好听，我也这么觉得，真的很好听，也许你的歌也会陪伴着她成长。
谢谢你，带来好听的音乐。"
大萌神长门Yuki,34804117,,第一遍感觉突破性不足，很有以前的歌曲的感觉
大司马座下大弟子,102661582,,"记得周董说过，他说：”觉得老歌比新歌好听，是因为回忆帮你加了分。十年后你在听这些歌，你会相信我。“

我承认当时有点不理解，但是经过这么多年的沉淀，我只能拜服，果然还是太年轻。

快十年了，现在觉得从十二星座开始的歌，拥有一种不同的烙印，一种不同于以往老歌的烙印（个人观点[doge]）

而当我正开始回味后几张专辑的新歌时，他来了（最伟大的作品），而且还有15号的专辑，我只能激动的嗷嗷叫[呲牙][呲牙]

最后。。

周董如约而至，感谢！！！（题外话，我曾经和很多人一样，是从小的杰米，但也和很多人一样，从十二星座开始就只听老歌了）"
仙男丨碧月,503372274,,你看到了满屏的“关闭特效”，你打开了“按时间”[嗑瓜子][脱单doge]
Litree-Chaplin,376358457,Just Monika,彦祖  不要再点时间排序了  大家想的都和你一样[大笑]
乐一音乐,50817864,"快乐音乐，纯净如一
一个名叫乐一的工作室",[大哭][大哭][大哭]真的好好听
玩游戏一定要啸灬,22399571,男儿当自强,我本以为被催出来的歌会比较水，但是这首远超出了我的期待值。还有就是，有些天马行空的音乐本来就很私人的，比较少的人会有共鸣，只不过周杰伦三个大字影响力太大了。很多不共鸣的人会觉得这首很水，我觉得真的。时间可以证明一切。我觉得音乐和阅读理解或者吃东西一样，开始会觉得不懂，难吃，后来会慢慢发现，真香。
我不是很满意你的回复,31310695,粉丝行为，偶像买单。指路→@孙笑川258,"周杰伦一曲钢琴弹奏化身时空旅人
瞬间移到过去与艺术家们相遇
曲风巧妙优雅地融合古典、嘻哈、饶舌与流行
MV则是融合绘画、文学、音乐、影像的当代艺术表现形式
当中呈现了许多周杰伦的狂想！"
主之流影,92755535,,还有人在吗，点个赞
年轻阿克苏,5204512,,现在刷难听的才是饭圈踩人行为，只有说难听才是客观理性，说好听就是饭圈，就是情怀滤镜，就是欣赏水平低。双标成这样真的恶心，好听就是好听，耳朵骗不了我，销量也骗不了人，收听量爆炸，无数人疯狂循环，就是好听。不爱听就不爱听，别装着自己众人皆醉我独醒，很恶心！
可爱的小桃子呀520,488456625,匆匆尘世，梨花暮雨。,初听感觉没有想象中的惊艳。现在快一个礼拜了。确实是真香。上头。我也不懂好歌的标准是什么，我认为能让我反复听而不觉得腻的就是好歌。周董的作品既有欣赏性，艺术性，又接地气，不会让人觉得有意为之。又有其内在涵义。时间可以检验经典。
美利坚的慈父,35067391,—,比较奇特的现象就是：胖子的新歌都是跟旧歌进行对比，却很少跟其他歌手的歌进行比较[2233娘_大笑][2233娘_大笑]
犀兕大王,154186257,少壮不努力，老大借借借借借借借借借吉言！！！,音乐的质量可以让时间来检验，急着拉踩的人先别急
Mob-Mob-,252728481,这个人很神秘，什么都没写,逛了一天我发现算是发现了，夸的可以从不同角度去深入，夸的天花乱坠。踩的就憋出一句我觉得不行就没别的了[藏狐]
爱莉希雅-一如初见,2085285878,为世间所有美好而战!,杰伦被喷时，让我梦回杰伦的七里香被人喷的时候，那时也是一群人说不好听，但结果呢？同样的，我也相信，这首《最伟大的作品》也能经受住时间的考验，狠狠地打黑粉的脸
